Population,Family.Unique,Block.ID,HabitatType,Region,No.Days.to.Germ,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Surv2017,sm2017,PC1,PC2,flw.no2017
MAN-MIS,MAN-MIS_36,4,Alvar,GL_alvar,13,1056.428,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,5,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,6,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,18,0,1,0,7,0,401,1,401,1.992726249,1.986901033,18
MAN-MIS,MAN-MIS_36,7,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,20,0,1,0,9,0,964,1,964,1.992726249,1.986901033,20
MAN-MIS,MAN-MIS_36,8,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,11,0,1,0,9,0,758,1,758,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_36,9,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,2,0,1,0,2,0,63,1,63,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_7,1,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,19,9,1,1,2,6,97,607,1,704,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_7,10,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,15,0,1,0,12,0,1720,1,1720,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_7,11,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,8,12,0,1,0,9,0,1652,1,1652,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_7,12,Alvar,GL_alvar,11,1056.428,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,2,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,9,0,1,0,6,0,739,1,739,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_7,3,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,8,0,1,0,5,0,696,1,696,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_7,4,Alvar,GL_alvar,11,1056.428,1,1,1,1,1,2,19,0,1,0,12,0,2030,1,2030,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_7,5,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,16,0,1,0,9,0,778,1,778,1.992726249,1.986901033,16
MAN-MIS,MAN-MIS_7,6,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,12,22,0,1,0,11,0,1250,1,1250,1.992726249,1.986901033,22
MAN-MIS,MAN-MIS_7,7,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,3,0,1,0,3,0,385,1,385,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_7,8,Alvar,GL_alvar,14,1056.428,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_7,9,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,13,0,1,0,6,0,703,1,703,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_8,10,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,8,9,0,1,0,5,0,301,1,301,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_8,11,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,1,15,0,1,0,10,0,643,1,643,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_8,2,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,11,0,1,0,7,0,485,1,485,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_8,3,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,2,13,0,1,0,5,0,201,1,201,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_8,4,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,17,0,1,0,6,0,286,1,286,1.992726249,1.986901033,17
MAN-MIS,MAN-MIS_8,7,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_8,9,Alvar,GL_alvar,16,1056.428,1,1,1,0,1,0,20,0,1,0,16,0,1359,1,1359,1.992726249,1.986901033,20
MB-CRN,MB-CRN_10,1,Prairie,MB_alvar,9,472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,10,Prairie,MB_alvar,9,472.9779,1,1,1,1,1,5,5,0,1,0,3,0,121,1,121,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_10,11,Prairie,MB_alvar,9,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,2,Prairie,MB_alvar,9,472.9779,1,1,1,1,1,4,6,0,1,0,1,0,18,1,18,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_10,3,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_10,5,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_10,8,Prairie,MB_alvar,15,472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_10,9,Prairie,MB_alvar,20,472.9779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_16,1,Prairie,MB_alvar,12,472.9779,1,1,1,1,1,6,9,0,1,0,4,0,234,1,234,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_16,8,Prairie,MB_alvar,14,472.9779,1,1,1,1,1,7,14,0,1,0,2,0,85,1,85,-5.572261091,4.769696497,14
MB-CRN,MB-CRN_17,1,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,7,0,1,0,4,0,270,1,270,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_17,11,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,16,0,1,0,11,0,707,1,707,-5.572261091,4.769696497,16
MB-CRN,MB-CRN_17,12,Prairie,MB_alvar,13,472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_17,2,Prairie,MB_alvar,15,472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,3,Prairie,MB_alvar,14,472.9779,1,1,1,1,1,1,5,0,1,0,3,0,132,1,132,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_17,4,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_17,5,Prairie,MB_alvar,31,472.9779,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_17,6,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,7,0,1,0,3,0,302,1,302,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_17,7,Prairie,MB_alvar,17,472.9779,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,8,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,3,0,1,0,2,0,189,1,189,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_17,9,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,6,0,1,0,2,0,113,1,113,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_2,1,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_2,10,Prairie,MB_alvar,18,472.9779,1,1,1,0,1,0,4,0,1,0,1,0,130,1,130,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_2,11,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,6,0,1,0,3,0,196,1,196,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_2,12,Prairie,MB_alvar,10,472.9779,1,1,1,1,1,9,9,0,1,0,5,0,398,1,398,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_2,2,Prairie,MB_alvar,10,472.9779,1,1,1,1,1,2,9,0,1,0,8,0,369,1,369,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_2,3,Prairie,MB_alvar,12,472.9779,1,1,1,1,1,13,15,0,1,0,11,0,709,1,709,-5.572261091,4.769696497,15
MB-CRN,MB-CRN_2,4,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,24,0,1,0,8,0,257,1,257,-5.572261091,4.769696497,24
MB-CRN,MB-CRN_2,5,Prairie,MB_alvar,13,472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,6,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,4,0,1,0,1,0,47,1,47,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_2,7,Prairie,MB_alvar,11,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,8,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,10,0,1,0,4,0,266,1,266,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_2,9,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,2,0,1,0,1,0,68,1,68,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_21,1,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,3,0,1,0,1,0,62,1,62,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_21,10,Prairie,MB_alvar,12,472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,11,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,1,0,1,0,1,0,31,1,31,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,2,Prairie,MB_alvar,15,472.9779,1,1,1,0,1,0,9,0,1,0,4,0,196,1,196,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_21,3,Prairie,MB_alvar,14,472.9779,1,1,1,1,1,2,8,0,1,0,6,0,276,1,276,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_21,4,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_21,5,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,8,0,1,0,5,0,337,1,337,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_21,7,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_21,8,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,10,0,1,0,5,0,484,1,484,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_21,9,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,8,0,1,0,3,0,186,1,186,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_27,1,Prairie,MB_alvar,9,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,10,Prairie,MB_alvar,13,472.9779,1,1,1,0,1,0,6,0,1,0,3,0,258,1,258,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_27,11,Prairie,MB_alvar,11,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,12,Prairie,MB_alvar,15,472.9779,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_27,2,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,7,0,1,0,6,0,440,1,440,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_27,3,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,4,0,1,0,1,0,2,1,2,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_27,4,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,4,0,1,0,1,0,28,1,28,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_27,5,Prairie,MB_alvar,13,472.9779,1,1,1,1,1,1,5,0,1,0,2,0,218,1,218,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_27,6,Prairie,MB_alvar,16,472.9779,1,1,1,0,1,0,2,0,1,0,1,0,46,1,46,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_27,7,Prairie,MB_alvar,13,472.9779,1,1,1,1,1,3,10,0,1,0,6,0,613,1,613,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_27,8,Prairie,MB_alvar,14,472.9779,1,1,1,1,1,1,11,0,1,0,7,0,454,1,454,-5.572261091,4.769696497,11
MB-CRN,MB-CRN_27,9,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,7,0,1,0,4,0,229,1,229,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_29,10,Prairie,MB_alvar,8,472.9779,1,1,1,1,1,1,8,0,1,0,4,0,166,1,166,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_29,11,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,3,0,1,0,1,0,137,1,137,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_29,12,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,6,0,1,0,1,0,26,1,26,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_29,2,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,18,0,1,0,5,0,139,1,139,-5.572261091,4.769696497,18
MB-CRN,MB-CRN_29,3,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,12,0,1,0,2,0,84,1,84,-5.572261091,4.769696497,12
MB-CRN,MB-CRN_29,4,Prairie,MB_alvar,11,472.9779,1,1,1,1,1,1,10,0,1,0,3,0,119,1,119,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_29,5,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,11,0,1,0,7,0,475,1,475,-5.572261091,4.769696497,11
MB-CRN,MB-CRN_29,6,Prairie,MB_alvar,10,472.9779,1,1,1,1,1,1,7,0,1,0,3,0,172,1,172,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_29,7,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,4,0,1,0,3,0,261,1,261,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_29,8,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,10,0,1,0,5,0,182,1,182,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_29,9,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,3,0,1,0,3,0,281,1,281,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_32,11,Prairie,MB_alvar,17,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,12,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_32,2,Prairie,MB_alvar,9,472.9779,1,1,1,1,1,6,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_32,4,Prairie,MB_alvar,12,472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,6,Prairie,MB_alvar,31,472.9779,1,1,1,0,1,0,6,0,1,0,2,0,96,1,96,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_32,7,Prairie,MB_alvar,33,472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,8,Prairie,MB_alvar,9,472.9779,1,1,1,1,1,8,2,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_32,9,Prairie,MB_alvar,11,472.9779,1,1,1,0,1,0,3,0,1,0,2,0,86,1,86,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_34,1,Prairie,MB_alvar,12,472.9779,1,1,1,0,1,0,4,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_34,10,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,9,0,1,0,3,0,390,1,390,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_34,11,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,12,Prairie,MB_alvar,9,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,2,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,6,0,1,0,4,0,316,1,316,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_34,3,Prairie,MB_alvar,9,472.9779,1,1,1,1,1,4,12,0,1,0,2,0,389,1,389,-5.572261091,4.769696497,12
MB-CRN,MB-CRN_34,4,Prairie,MB_alvar,14,472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_34,5,Prairie,MB_alvar,10,472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,6,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,4,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_34,7,Prairie,MB_alvar,10,472.9779,1,1,1,1,1,1,17,0,1,0,12,0,616,1,616,-5.572261091,4.769696497,17
MB-CRN,MB-CRN_34,8,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,6,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_9,1,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,19,0,1,0,8,0,265,1,265,-5.572261091,4.769696497,19
MB-CRN,MB-CRN_9,10,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,12,0,1,0,1,0,78,1,78,-5.572261091,4.769696497,12
MB-CRN,MB-CRN_9,12,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,3,0,1,0,2,0,76,1,76,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_9,2,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_9,3,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,10,0,1,0,2,0,165,1,165,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_9,4,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,9,0,1,0,6,0,303,1,303,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_9,5,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,4,0,1,0,2,0,26,1,26,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_9,8,Prairie,MB_alvar,9,472.9779,1,1,1,0,1,0,4,0,1,0,2,0,83,1,83,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_9,9,Prairie,MB_alvar,8,472.9779,1,1,1,0,1,0,8,0,1,0,3,0,152,1,152,-5.572261091,4.769696497,8
MB-MR,MB-MR_40,9,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,6,0,1,0,2,0,94,1,94,-5.59221421,4.315303626,6
MB-MR,MB-MR_10,7,Prairie,MB_alvar,8,487.3889,1,1,1,1,1,21,2,0,1,0,0,0,0,1,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_10,9,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_13,1,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,10,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,3,0,1,0,1,0,13,1,13,-5.59221421,4.315303626,3
MB-MR,MB-MR_13,11,Prairie,MB_alvar,8,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,2,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,3,0,1,0,1,0,42,1,42,-5.59221421,4.315303626,3
MB-MR,MB-MR_13,3,Prairie,MB_alvar,11,487.3889,1,1,1,0,1,0,4,0,1,0,4,0,188,1,188,-5.59221421,4.315303626,4
MB-MR,MB-MR_13,4,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_13,6,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,7,0,1,0,1,0,35,1,35,-5.59221421,4.315303626,7
MB-MR,MB-MR_13,7,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,14,0,1,0,10,0,1121,1,1121,-5.59221421,4.315303626,14
MB-MR,MB-MR_13,8,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_19,1,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,3
MB-MR,MB-MR_19,10,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,6,0,1,0,3,0,133,1,133,-5.59221421,4.315303626,6
MB-MR,MB-MR_19,11,Prairie,MB_alvar,10,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,12,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,2,0,1,0,1,0,32,1,32,-5.59221421,4.315303626,2
MB-MR,MB-MR_19,2,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,9,0,1,0,5,0,117,1,117,-5.59221421,4.315303626,9
MB-MR,MB-MR_19,3,Prairie,MB_alvar,16,487.3889,1,1,1,0,1,0,5,0,1,0,2,0,76,1,76,-5.59221421,4.315303626,5
MB-MR,MB-MR_19,4,Prairie,MB_alvar,12,487.3889,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_19,6,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,11,0,1,0,5,0,172,1,172,-5.59221421,4.315303626,11
MB-MR,MB-MR_19,7,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,4,0,1,0,0,0,0,1,0,-5.59221421,4.315303626,4
MB-MR,MB-MR_19,8,Prairie,MB_alvar,13,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_19,9,Prairie,MB_alvar,10,487.3889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,10,Prairie,MB_alvar,9,487.3889,1,1,1,1,1,6,6,0,1,0,4,0,451,1,451,-5.59221421,4.315303626,6
MB-MR,MB-MR_2,11,Prairie,MB_alvar,9,487.3889,1,1,1,1,1,10,2,1,0,3,0,64,0,1,64,-5.59221421,4.315303626,2
MB-MR,MB-MR_2,12,Prairie,MB_alvar,12,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,2,Prairie,MB_alvar,9,487.3889,1,1,1,1,1,1,18,0,1,0,16,0,1977,1,1977,-5.59221421,4.315303626,18
MB-MR,MB-MR_2,3,Prairie,MB_alvar,9,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,5,Prairie,MB_alvar,8,487.3889,1,1,1,0,1,0,4,0,1,0,3,0,334,1,334,-5.59221421,4.315303626,4
MB-MR,MB-MR_2,6,Prairie,MB_alvar,17,487.3889,1,1,1,1,1,1,8,0,1,0,5,0,347,1,347,-5.59221421,4.315303626,8
MB-MR,MB-MR_2,8,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,9,Prairie,MB_alvar,8,487.3889,1,1,1,1,1,7,1,1,0,1,0,32,0,1,32,-5.59221421,4.315303626,1
MB-MR,MB-MR_21,1,Prairie,MB_alvar,32,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,10,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,7,0,1,0,6,0,503,1,503,-5.59221421,4.315303626,7
MB-MR,MB-MR_21,11,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_21,12,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_21,3,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,7,0,1,0,3,0,114,1,114,-5.59221421,4.315303626,7
MB-MR,MB-MR_21,4,Prairie,MB_alvar,11,487.3889,1,1,1,0,1,0,13,0,1,0,7,0,830,1,830,-5.59221421,4.315303626,13
MB-MR,MB-MR_21,5,Prairie,MB_alvar,12,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,3
MB-MR,MB-MR_21,6,Prairie,MB_alvar,8,487.3889,1,1,1,0,1,0,25,0,1,0,18,0,1340,1,1340,-5.59221421,4.315303626,25
MB-MR,MB-MR_21,7,Prairie,MB_alvar,11,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,8,Prairie,MB_alvar,14,487.3889,1,1,1,0,1,0,14,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,14
MB-MR,MB-MR_21,9,Prairie,MB_alvar,10,487.3889,1,1,1,0,1,0,4,0,1,0,3,0,126,1,126,-5.59221421,4.315303626,4
MB-MR,MB-MR_25,10,Prairie,MB_alvar,11,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_25,11,Prairie,MB_alvar,8,487.3889,1,1,1,1,1,9,9,0,1,0,4,0,345,1,345,-5.59221421,4.315303626,9
MB-MR,MB-MR_25,3,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,3
MB-MR,MB-MR_25,4,Prairie,MB_alvar,8,487.3889,1,1,1,1,1,1,16,0,1,0,6,0,304,1,304,-5.59221421,4.315303626,16
MB-MR,MB-MR_25,5,Prairie,MB_alvar,8,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_25,6,Prairie,MB_alvar,9,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-5.59221421,4.315303626,1
