Population,Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm,PC1,PC2,flw.no2016
MAN-MIS,MAN-MIS_18,10,Alvar,1056.428,10,GL_alvar,1,1,1,11,0,0,0,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_18,5,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_18,7,Alvar,1056.428,13,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_20,1,Alvar,1056.428,8,GL_alvar,1,1,1,7,0,0,0,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_20,11,Alvar,1056.428,8,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_20,12,Alvar,1056.428,10,GL_alvar,1,1,1,17,0,0,0,1.992726249,1.986901033,17
MAN-MIS,MAN-MIS_20,2,Alvar,1056.428,9,GL_alvar,1,1,1,1,0,0,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_20,3,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_20,4,Alvar,1056.428,8,GL_alvar,1,1,1,4,1,2,53,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_20,5,Alvar,1056.428,8,GL_alvar,1,1,1,9,1,1,6,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_32,6,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,7,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,8,Alvar,1056.428,14,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_32,9,Alvar,1056.428,14,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,1,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,10,Alvar,1056.428,8,GL_alvar,1,1,1,13,0,0,0,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_36,11,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,12,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,2,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,3,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,4,Alvar,1056.428,13,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,5,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,6,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,7,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,8,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_36,9,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,3,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,5,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,6,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,7,Alvar,1056.428,9,GL_alvar,1,1,1,15,0,0,0,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_27,8,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,9,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,1,Alvar,1056.428,14,GL_alvar,1,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,11,Alvar,1056.428,11,GL_alvar,1,1,1,5,0,0,0,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_30,12,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,3,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,4,Alvar,1056.428,15,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,5,Alvar,1056.428,13,GL_alvar,1,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,6,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,7,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,8,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,9,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,1,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,10,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,11,Alvar,1056.428,12,GL_alvar,1,1,1,6,0,0,0,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_32,12,Alvar,1056.428,19,GL_alvar,1,1,1,3,0,0,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_32,2,Alvar,1056.428,13,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,3,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,4,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,5,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,8,Alvar,1056.428,14,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,9,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,10,Alvar,1056.428,9,GL_alvar,1,1,1,8,0,0,0,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_7,1,Alvar,1056.428,9,GL_alvar,1,1,1,19,1,2,97,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_7,10,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,11,Alvar,1056.428,10,GL_alvar,1,1,1,8,0,0,0,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_7,12,Alvar,1056.428,11,GL_alvar,1,1,1,3,0,0,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_7,2,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,3,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,4,Alvar,1056.428,11,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_7,5,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,6,Alvar,1056.428,10,GL_alvar,1,1,1,12,0,0,0,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_7,7,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,2,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,3,Alvar,1056.428,9,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_8,4,Alvar,1056.428,10,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,11,Alvar,1056.428,9,GL_alvar,1,1,1,1,0,0,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_8,6,Alvar,1056.428,12,GL_alvar,1,1,1,5,0,0,0,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_8,7,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,9,Alvar,1056.428,16,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_8,5,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MB-CRN,MB-CRN_27,10,Prairie,472.9779,13,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,11,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,12,Prairie,472.9779,15,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,10,Prairie,472.9779,8,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_29,11,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,12,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,2,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,3,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,2,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,3,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,4,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,5,Prairie,472.9779,13,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_27,6,Prairie,472.9779,16,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,7,Prairie,472.9779,13,MB_alvar,1,1,1,3,0,0,0,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_27,8,Prairie,472.9779,14,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_27,9,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,1,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,10,Prairie,472.9779,9,MB_alvar,1,1,1,5,0,0,0,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_10,11,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,2,Prairie,472.9779,9,MB_alvar,1,1,1,4,0,0,0,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_10,3,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,5,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,8,Prairie,472.9779,15,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,9,Prairie,472.9779,20,MB_alvar,1,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_16,1,Prairie,472.9779,12,MB_alvar,1,1,1,6,0,0,0,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_16,8,Prairie,472.9779,14,MB_alvar,1,1,1,7,0,0,0,-5.572261091,4.769696497,7
MB-CRN,MB-CRN_17,1,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,11,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,12,Prairie,472.9779,13,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,2,Prairie,472.9779,15,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,3,Prairie,472.9779,14,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,4,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,5,Prairie,472.9779,31,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,6,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,7,Prairie,472.9779,17,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,8,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,9,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,1,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,10,Prairie,472.9779,18,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,11,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,12,Prairie,472.9779,10,MB_alvar,1,1,1,9,0,0,0,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_2,2,Prairie,472.9779,10,MB_alvar,1,1,1,2,0,0,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_2,3,Prairie,472.9779,12,MB_alvar,1,1,1,13,0,0,0,-5.572261091,4.769696497,13
MB-CRN,MB-CRN_2,4,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,5,Prairie,472.9779,13,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,6,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,7,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,8,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,9,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,1,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,10,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,11,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,2,Prairie,472.9779,15,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,3,Prairie,472.9779,14,MB_alvar,1,1,1,2,0,0,0,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_21,4,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,5,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,7,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,8,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,9,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,1,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,8,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,1,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,10,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,12,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,2,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,3,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,4,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,5,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,8,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,9,Prairie,472.9779,8,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,12,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,2,Prairie,472.9779,9,MB_alvar,1,1,1,6,0,0,0,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_32,4,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,6,Prairie,472.9779,31,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,7,Prairie,472.9779,33,MB_alvar,0,0,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,8,Prairie,472.9779,9,MB_alvar,1,1,1,8,0,0,0,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_29,4,Prairie,472.9779,11,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_29,5,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,6,Prairie,472.9779,10,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_29,7,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,8,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,9,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,11,Prairie,472.9779,17,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,4,Prairie,472.9779,14,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,5,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,6,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,7,Prairie,472.9779,10,MB_alvar,1,1,1,1,0,0,0,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,10,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,11,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,9,Prairie,472.9779,11,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,1,Prairie,472.9779,12,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,3,Prairie,472.9779,9,MB_alvar,1,1,1,4,0,0,0,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_34,12,Prairie,472.9779,9,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,2,Prairie,472.9779,10,MB_alvar,1,1,0,0,0,0,0,-5.572261091,4.769696497,0
MB-MR,MB-MR_40,9,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,7,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,3,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,4,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,5,Prairie,487.3889,13,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,6,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,3,Prairie,487.3889,13,MB_alvar,1,1,1,3,0,0,0,-5.59221421,4.315303626,3
MB-MR,MB-MR_38,4,Prairie,487.3889,17,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,5,Prairie,487.3889,16,MB_alvar,1,1,1,7,0,0,0,-5.59221421,4.315303626,7
MB-MR,MB-MR_38,6,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,7,Prairie,487.3889,14,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,8,Prairie,487.3889,14,MB_alvar,1,1,1,2,0,0,0,-5.59221421,4.315303626,2
MB-MR,MB-MR_38,9,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,10,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,11,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,12,Prairie,487.3889,16,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_10,7,Prairie,487.3889,8,MB_alvar,1,1,1,21,0,0,0,-5.59221421,4.315303626,21
MB-MR,MB-MR_10,9,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,1,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,10,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,11,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,2,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,3,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,4,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,6,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,7,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,8,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,1,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,10,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,11,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,12,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,2,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,3,Prairie,487.3889,16,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,4,Prairie,487.3889,12,MB_alvar,1,1,1,1,0,0,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_19,6,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,7,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,8,Prairie,487.3889,13,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,9,Prairie,487.3889,10,MB_alvar,1,0,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,10,Prairie,487.3889,9,MB_alvar,1,1,1,6,0,0,0,-5.59221421,4.315303626,6
MB-MR,MB-MR_2,11,Prairie,487.3889,9,MB_alvar,1,1,1,10,1,3,64,-5.59221421,4.315303626,10
MB-MR,MB-MR_2,12,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,2,Prairie,487.3889,9,MB_alvar,1,1,1,1,0,0,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,3,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,5,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,6,Prairie,487.3889,17,MB_alvar,1,1,1,1,0,0,0,-5.59221421,4.315303626,1
