Population,Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm,PC1,PC2,flw.no2016
WA-BLK,WA-BLK_NA,7,Prairie,1558.248,21,Prairie,1,1,1,1,0,0,0,1.008963181,-6.050192292,1
WA-BLK,WA-BLK_NA,8,Prairie,1558.248,23,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WNY-CB,WNY-CB_10,1,Alvar,1612.813,8,GL_alvar,1,1,1,20,1,6,221,3.468974193,-0.127095118,20
WNY-CB,WNY-CB_10,10,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_10,11,Alvar,1612.813,11,GL_alvar,1,1,1,5,0,0,0,3.468974193,-0.127095118,5
WNY-CB,WNY-CB_10,12,Alvar,1612.813,9,GL_alvar,1,0,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_10,2,Alvar,1612.813,14,GL_alvar,1,1,1,6,0,0,0,3.468974193,-0.127095118,6
WNY-CB,WNY-CB_10,3,Alvar,1612.813,8,GL_alvar,1,1,1,12,1,1,15,3.468974193,-0.127095118,12
WNY-CB,WNY-CB_10,4,Alvar,1612.813,10,GL_alvar,1,1,1,11,0,0,0,3.468974193,-0.127095118,11
WNY-CB,WNY-CB_10,5,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_10,6,Alvar,1612.813,10,GL_alvar,1,1,1,6,0,0,0,3.468974193,-0.127095118,6
WNY-CB,WNY-CB_10,7,Alvar,1612.813,9,GL_alvar,1,1,1,4,1,2,0,3.468974193,-0.127095118,4
WNY-CB,WNY-CB_10,8,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_10,9,Alvar,1612.813,9,GL_alvar,1,1,1,8,0,0,0,3.468974193,-0.127095118,8
WNY-CB,WNY-CB_16,1,Alvar,1612.813,10,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_16,10,Alvar,1612.813,11,GL_alvar,1,1,1,2,0,0,0,3.468974193,-0.127095118,2
WNY-CB,WNY-CB_16,11,Alvar,1612.813,9,GL_alvar,1,1,1,9,0,0,0,3.468974193,-0.127095118,9
WNY-CB,WNY-CB_16,12,Alvar,1612.813,12,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_16,3,Alvar,1612.813,10,GL_alvar,1,1,1,20,0,0,0,3.468974193,-0.127095118,20
WNY-CB,WNY-CB_16,4,Alvar,1612.813,8,GL_alvar,1,1,1,5,0,0,0,3.468974193,-0.127095118,5
WNY-CB,WNY-CB_16,5,Alvar,1612.813,10,GL_alvar,1,1,1,23,0,0,0,3.468974193,-0.127095118,23
WNY-CB,WNY-CB_16,6,Alvar,1612.813,8,GL_alvar,1,1,1,16,1,4,49,3.468974193,-0.127095118,16
WNY-CB,WNY-CB_16,7,Alvar,1612.813,8,GL_alvar,1,1,1,12,0,0,0,3.468974193,-0.127095118,12
WNY-CB,WNY-CB_16,8,Alvar,1612.813,11,GL_alvar,1,1,1,26,1,3,0,3.468974193,-0.127095118,26
WNY-CB,WNY-CB_16,9,Alvar,1612.813,10,GL_alvar,1,1,1,10,0,0,0,3.468974193,-0.127095118,10
WNY-CB,WNY-CB_18,1,Alvar,1612.813,9,GL_alvar,1,1,1,8,1,1,21,3.468974193,-0.127095118,8
WNY-CB,WNY-CB_18,10,Alvar,1612.813,9,GL_alvar,1,1,1,3,0,0,0,3.468974193,-0.127095118,3
WNY-CB,WNY-CB_18,11,Alvar,1612.813,10,GL_alvar,1,1,1,1,0,0,0,3.468974193,-0.127095118,1
WNY-CB,WNY-CB_18,12,Alvar,1612.813,10,GL_alvar,1,1,1,1,0,0,0,3.468974193,-0.127095118,1
WNY-CB,WNY-CB_18,2,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_18,3,Alvar,1612.813,14,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_18,4,Alvar,1612.813,12,GL_alvar,1,1,1,20,1,2,32,3.468974193,-0.127095118,20
WNY-CB,WNY-CB_18,6,Alvar,1612.813,12,GL_alvar,1,0,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_18,8,Alvar,1612.813,13,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_18,9,Alvar,1612.813,11,GL_alvar,1,1,1,1,1,2,0,3.468974193,-0.127095118,1
WNY-CB,WNY-CB_2,1,Alvar,1612.813,8,GL_alvar,1,1,1,1,0,0,0,3.468974193,-0.127095118,1
WNY-CB,WNY-CB_2,10,Alvar,1612.813,8,GL_alvar,1,1,1,5,0,0,0,3.468974193,-0.127095118,5
WNY-CB,WNY-CB_2,11,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,12,Alvar,1612.813,13,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,2,Alvar,1612.813,8,GL_alvar,1,1,1,12,1,2,24,3.468974193,-0.127095118,12
WNY-CB,WNY-CB_2,3,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,4,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,5,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,6,Alvar,1612.813,8,GL_alvar,1,1,1,3,1,1,21,3.468974193,-0.127095118,3
WNY-CB,WNY-CB_2,7,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,8,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_2,9,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_23,1,Alvar,1612.813,19,GL_alvar,1,1,1,4,1,1,11,3.468974193,-0.127095118,4
WNY-CB,WNY-CB_23,10,Alvar,1612.813,17,GL_alvar,1,1,1,11,1,1,0,3.468974193,-0.127095118,11
WNY-CB,WNY-CB_23,11,Alvar,1612.813,12,GL_alvar,1,1,1,14,0,0,0,3.468974193,-0.127095118,14
WNY-CB,WNY-CB_23,12,Alvar,1612.813,12,GL_alvar,1,1,1,4,0,0,0,3.468974193,-0.127095118,4
WNY-CB,WNY-CB_23,2,Alvar,1612.813,11,GL_alvar,1,1,1,2,0,0,0,3.468974193,-0.127095118,2
WNY-CB,WNY-CB_23,3,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_23,7,Alvar,1612.813,11,GL_alvar,1,1,1,11,1,1,0,3.468974193,-0.127095118,11
WNY-CB,WNY-CB_23,8,Alvar,1612.813,10,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_23,9,Alvar,1612.813,15,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,1,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,12,Alvar,1612.813,10,GL_alvar,1,1,1,3,0,0,0,3.468974193,-0.127095118,3
WNY-CB,WNY-CB_28,2,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,3,Alvar,1612.813,10,GL_alvar,1,1,1,3,0,0,0,3.468974193,-0.127095118,3
WNY-CB,WNY-CB_28,4,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,5,Alvar,1612.813,10,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,7,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,8,Alvar,1612.813,10,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_28,9,Alvar,1612.813,12,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,1,Alvar,1612.813,11,GL_alvar,1,1,1,2,0,0,0,3.468974193,-0.127095118,2
WNY-CB,WNY-CB_35,10,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,11,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,12,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,2,Alvar,1612.813,10,GL_alvar,1,1,1,4,0,0,0,3.468974193,-0.127095118,4
WNY-CB,WNY-CB_35,3,Alvar,1612.813,11,GL_alvar,1,1,1,21,0,0,0,3.468974193,-0.127095118,21
WNY-CB,WNY-CB_35,4,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,5,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,6,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,7,Alvar,1612.813,18,GL_alvar,1,0,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,8,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_35,9,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_39,1,Alvar,1612.813,10,GL_alvar,1,1,1,18,0,0,0,3.468974193,-0.127095118,18
WNY-CB,WNY-CB_39,10,Alvar,1612.813,8,GL_alvar,1,1,1,9,0,0,0,3.468974193,-0.127095118,9
WNY-CB,WNY-CB_39,3,Alvar,1612.813,9,GL_alvar,1,1,1,19,1,1,0,3.468974193,-0.127095118,19
WNY-CB,WNY-CB_39,4,Alvar,1612.813,12,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_39,5,Alvar,1612.813,11,GL_alvar,1,1,1,17,0,0,0,3.468974193,-0.127095118,17
WNY-CB,WNY-CB_39,6,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_39,9,Alvar,1612.813,10,GL_alvar,1,1,1,19,0,0,0,3.468974193,-0.127095118,19
WNY-CB,WNY-CB_5,1,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_5,10,Alvar,1612.813,8,GL_alvar,1,1,1,21,1,1,0,3.468974193,-0.127095118,21
WNY-CB,WNY-CB_5,11,Alvar,1612.813,8,GL_alvar,1,1,1,19,0,0,0,3.468974193,-0.127095118,19
WNY-CB,WNY-CB_5,2,Alvar,1612.813,10,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_5,4,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_5,6,Alvar,1612.813,8,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_5,8,Alvar,1612.813,10,GL_alvar,1,1,1,5,0,0,0,3.468974193,-0.127095118,5
WNY-CB,WNY-CB_5,9,Alvar,1612.813,9,GL_alvar,1,1,1,2,0,0,0,3.468974193,-0.127095118,2
WNY-CB,WNY-CB_8,1,Alvar,1612.813,9,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_8,10,Alvar,1612.813,12,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_8,11,Alvar,1612.813,9,GL_alvar,1,1,1,2,0,0,0,3.468974193,-0.127095118,2
WNY-CB,WNY-CB_8,2,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_8,4,Alvar,1612.813,9,GL_alvar,1,0,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_8,5,Alvar,1612.813,11,GL_alvar,1,1,0,0,0,0,0,3.468974193,-0.127095118,0
WNY-CB,WNY-CB_8,6,Alvar,1612.813,9,GL_alvar,1,1,1,8,0,0,0,3.468974193,-0.127095118,8
WNY-CB,WNY-CB_8,8,Alvar,1612.813,10,GL_alvar,1,1,1,1,0,0,0,3.468974193,-0.127095118,1
WNY-CB,WNY-CB_8,9,Alvar,1612.813,10,GL_alvar,1,0,0,0,0,0,0,3.468974193,-0.127095118,0
