Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
MAN-LCI,MAN-LCI_21,6,Alvar,GL_alvar,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,8,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,1,0,1,0,116,0,1,1,0,0,116,17,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_21,9,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,1,0,1,0,138,0,1,1,0,0,138,14,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_24,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,12,0,1,0,7,0,776,0,1,1,0,0,776,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_24,6,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,22,0,1,0,19,0,2925,426,1,4,1,4,3351,9,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_24,9,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,23,0,1,0,20,0,3253,962,1,5,1,5,4215,11,1118.294,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_3,10,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_3,12,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,7,14,0,1,0,9,0,1254,0,1,1,0,0,1254,11,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_3,2,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,5,0,1,0,3,0,265,0,1,1,0,0,265,12,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_3,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,11,0,1,0,6,0,1036,194,1,3,1,1,1230,12,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_3,6,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,1,0,2,0,216,0,1,2,0,0,216,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_3,7,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,7,0,1,0,5,0,827,222,1,3,1,2,1049,8,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_3,8,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,13,0,1,0,11,0,2200,112,1,1,1,1,2312,11,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_3,9,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,3,0,1,0,1,0,22,454,1,4,1,4,476,8,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_8,11,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,16,0,1,0,12,0,804,54,1,1,1,1,858,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_8,12,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_8,2,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,8,0,1,0,8,0,611,294,1,3,1,3,905,14,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_8,3,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,10,0,1,0,7,0,465,0,1,1,1,0,465,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_8,4,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,16,0,1,0,13,0,699,227,1,4,1,2,926,10,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_8,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,0,0,0,0,0,62,1,5,1,2,62,11,1118.294,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_8,7,Alvar,GL_alvar,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,8,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,17,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_8,9,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,10,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_9,1,Alvar,GL_alvar,1118.294,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,10,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,10,0,1,0,9,0,574,106,1,1,1,1,680,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_9,12,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,9,0,1,0,7,0,525,0,1,1,0,0,525,11,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_9,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,3,0,1,0,1,0,121,0,1,1,0,0,121,12,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_9,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,7,25,0,1,0,21,0,1833,131,1,2,1,2,1964,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_9,9,Alvar,GL_alvar,1118.294,1,1,1,0,0,1,0,8,0,1,0,8,0,832,0,0,0,0,0,832,10,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,7,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,9,0,1,0,8,0,966,837,1,8,1,7,1803,11,1118.294,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_9,8,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,31,0,1,0,28,0,2761,706,1,9,1,7,3467,10,1118.294,1.264880673,2.706327478,9
MAN-MIS,MAN-MIS_8,6,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,5,12,0,1,0,6,0,419,19,1,2,1,1,438,12,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_8,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,7,0,1,0,4,0,57,111,1,2,1,2,168,8,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_11,1,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,21,0,1,0,16,0,704,126,1,9,1,3,830,8,1056.428,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_11,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,26,0,1,0,19,0,1667,98,1,3,1,2,1765,14,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_11,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,20,0,1,0,14,0,1038,490,1,8,1,7,1528,12,1056.428,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_11,4,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,14,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_11,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,14,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_11,6,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,19,0,1,0,12,0,990,0,0,0,0,0,990,9,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,13,0,1,0,7,0,402,144,1,5,1,3,546,12,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_11,8,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,2,27,0,1,0,17,0,1308,882,1,9,1,9,2190,10,1056.428,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_11,9,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,2,0,1,0,1,0,79,0,0,0,0,0,79,11,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_18,1,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,4,18,0,1,0,12,0,867,691,1,14,1,9,1558,11,1056.428,1.992726249,1.986901033,14
MAN-MIS,MAN-MIS_18,10,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,11,19,0,1,0,15,0,1995,246,1,5,1,4,2241,10,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_18,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,8,0,1,0,5,0,219,362,1,4,1,3,581,12,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_18,7,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,2,11,0,1,0,10,0,1241,793,1,8,1,7,2034,13,1056.428,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_20,1,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,7,24,0,1,0,7,0,557,1007,1,15,1,12,1564,8,1056.428,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_20,11,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,2,12,0,1,0,5,0,348,0,1,1,0,0,348,8,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_20,12,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,17,10,0,1,0,3,0,218,114,1,1,1,1,332,10,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_20,2,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,1,18,0,1,0,6,0,224,253,1,3,1,2,477,9,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_20,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,3,0,1,0,2,0,110,52,1,1,1,1,162,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_20,4,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,4,10,1,1,2,5,53,209,392,1,6,1,4,654,8,1056.428,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_20,5,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,9,12,1,1,1,2,6,156,553,1,5,1,5,715,8,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_20,7,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,15,12,0,1,0,3,0,365,724,1,7,1,7,1089,8,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_20,8,Alvar,GL_alvar,1056.428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_20,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,1,0,1,0,55,625,1,6,1,3,680,8,1056.428,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_23,1,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,27,0,1,0,21,0,1748,971,1,13,1,10,2719,12,1056.428,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_23,10,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,11,0,1,0,6,0,516,217,1,4,1,3,733,11,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_23,12,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,9,0,1,0,7,0,767,724,1,7,1,6,1491,12,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_23,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,11,0,1,0,6,0,273,224,1,3,1,3,497,11,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_23,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,14,0,1,0,4,0,527,618,1,8,1,6,1145,9,1056.428,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_23,4,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,4,13,0,1,0,4,0,534,675,1,7,1,6,1209,9,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_23,5,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,1,26,1,1,1,19,4,1918,1783,1,15,1,15,3705,12,1056.428,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_23,6,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,9,19,0,1,0,14,0,2168,989,1,12,1,11,3157,10,1056.428,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_23,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,0,0,0,0,0,11,1,3,1,1,11,12,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_23,8,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,5,11,0,1,0,2,0,210,2270,1,17,1,17,2480,11,1056.428,1.992726249,1.986901033,17
MAN-MIS,MAN-MIS_23,9,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,5,19,0,1,0,15,0,1744,796,1,7,1,6,2540,9,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_27,1,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,22,0,1,0,13,0,1240,666,1,9,1,8,1906,12,1056.428,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_27,10,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,15,17,0,1,0,8,0,645,1212,1,11,1,7,1857,9,1056.428,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_27,2,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,6,25,0,1,0,13,0,853,221,1,5,1,4,1074,8,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_27,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,6,0,1,0,3,0,1140,157,1,2,1,1,1297,12,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_27,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,10,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_27,6,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,14,0,1,0,9,0,983,0,1,0,0,0,983,12,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,7,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,15,31,0,1,0,20,0,1833,1547,1,14,1,11,3380,9,1056.428,1.992726249,1.986901033,14
MAN-MIS,MAN-MIS_27,8,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,43,0,1,0,25,0,1862,1512,1,17,1,15,3374,9,1056.428,1.992726249,1.986901033,17
MAN-MIS,MAN-MIS_27,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,14,0,1,0,10,0,810,420,1,6,1,5,1230,11,1056.428,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_30,1,Alvar,GL_alvar,1056.428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,11,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,5,8,0,1,0,3,0,326,382,1,4,1,4,708,11,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_30,12,Alvar,GL_alvar,1056.428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,3,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,4,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,10,0,1,0,4,0,448,0,1,1,0,0,448,15,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_30,5,Alvar,GL_alvar,1056.428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,6,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,12,0,1,0,2,0,217,0,1,1,0,0,217,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_30,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,5,0,1,0,4,0,394,153,1,3,1,2,547,10,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_30,8,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,1,0,1,0,75,0,1,2,0,0,75,12,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_30,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,1,0,0,0,0,641,1,5,1,4,641,9,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_32,1,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,6,0,1,0,5,0,767,981,1,5,1,5,1748,12,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_32,10,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,7,0,1,0,5,0,275,0,1,1,0,0,275,11,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_32,11,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,6,11,0,1,0,8,0,433,0,1,1,0,0,433,12,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_32,12,Alvar,GL_alvar,1056.428,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,15,0,1,0,8,0,968,550,1,6,1,3,1518,13,1056.428,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_32,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,6,0,1,0,3,0,330,201,1,2,1,2,531,12,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_32,4,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,19,0,1,0,8,0,1094,384,1,5,1,4,1478,12,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_32,5,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,6,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,4,0,1,0,1,0,42,129,1,3,1,1,171,12,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_32,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,11,0,1,0,4,0,528,876,1,5,1,4,1404,12,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_32,8,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,2,27,0,1,0,20,0,2809,1902,1,11,1,11,4711,14,1056.428,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_32,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,5,0,1,0,2,0,461,0,1,1,0,0,461,14,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,1,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,12,0,1,0,3,0,106,246,1,10,1,4,352,11,1056.428,1.992726249,1.986901033,10
MAN-MIS,MAN-MIS_36,10,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,13,18,0,1,0,13,0,1780,92,1,4,1,2,1872,8,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_36,11,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,15,0,1,0,9,0,628,115,1,3,1,3,743,9,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_36,12,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,6,0,1,0,1,0,52,0,1,1,0,0,52,8,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,24,0,1,0,16,0,1149,90,1,2,1,2,1239,9,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_36,3,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,8,0,1,0,1,0,19,11,1,5,1,1,30,9,1056.428,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_36,4,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,6,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,18,0,1,0,7,0,401,91,1,1,1,1,492,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,20,0,1,0,9,0,964,43,1,1,1,1,1007,10,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_36,8,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,11,0,1,0,9,0,758,161,1,4,1,2,919,10,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_36,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,2,0,1,0,2,0,63,40,1,1,1,1,103,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_7,1,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,19,9,1,1,2,6,97,607,1480,1,9,1,7,2184,9,1056.428,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_7,10,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,15,0,1,0,12,0,1720,508,1,7,1,4,2228,10,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_7,11,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,8,12,0,1,0,9,0,1652,445,1,4,1,3,2097,10,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_7,12,Alvar,GL_alvar,1056.428,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,9,0,1,0,6,0,739,643,1,7,1,6,1382,10,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_7,3,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,8,0,1,0,5,0,696,0,0,0,0,0,696,8,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,4,Alvar,GL_alvar,1056.428,1,1,1,0,1,1,2,19,0,1,0,12,0,2030,0,0,0,0,0,2030,11,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,5,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,16,0,1,0,9,0,778,1549,1,12,1,10,2327,9,1056.428,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_7,6,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,12,22,0,1,0,11,0,1250,680,1,7,1,6,1930,10,1056.428,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_7,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,3,0,1,0,3,0,385,358,1,3,1,3,743,12,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_7,8,Alvar,GL_alvar,1056.428,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1056.428,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_7,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,13,0,1,0,6,0,703,626,1,4,1,4,1329,8,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_8,10,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,8,9,0,1,0,5,0,301,0,1,1,0,0,301,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_8,11,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,1,15,0,1,0,10,0,643,0,1,1,0,0,643,9,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_8,2,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,11,0,1,0,7,0,485,90,1,4,1,3,575,11,1056.428,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_8,3,Alvar,GL_alvar,1056.428,1,1,1,1,1,1,2,13,0,1,0,5,0,201,0,1,3,0,0,201,9,1056.428,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_8,4,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,17,0,1,0,6,0,286,0,1,1,0,0,286,10,1056.428,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_8,7,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,3,0,0,0,0,0,0,6,1,2,1,1,6,12,1056.428,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_8,9,Alvar,GL_alvar,1056.428,1,1,1,1,0,1,0,20,0,1,0,16,0,1359,240,1,4,1,2,1599,16,1056.428,1.992726249,1.986901033,4
MB-CRN,MB-CRN_10,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,9,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_10,10,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,5,5,0,1,0,3,0,121,72,1,3,1,2,193,9,472.9779,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_10,11,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,2,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,4,6,0,1,0,1,0,18,0,1,1,0,0,18,9,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_10,3,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,5,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,8,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_10,9,Prairie,MB_alvar,472.9779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_16,1,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,6,9,0,1,0,4,0,234,0,1,1,0,0,234,12,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_16,8,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,7,14,0,1,0,2,0,85,262,1,5,1,4,347,14,472.9779,-5.572261091,4.769696497,5
