Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
NAP-CE,NAP-CE_6,4,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,11,0,1,0,3,0,171,59,1,5,1,1,230,10,1551.28,3.619135193,0.318110509,5
NAP-CE,NAP-CE_6,6,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,4,8,0,1,0,4,0,477,394,1,4,1,3,871,13,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_6,7,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,13,0,1,0,5,0,258,858,1,7,1,5,1116,11,1551.28,3.619135193,0.318110509,7
NAP-CE,NAP-CE_7,1,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,8,0,1,0,1,0,68,409,1,4,1,2,477,13,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_7,10,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,16,17,0,1,0,16,0,2264,1252,1,9,1,7,3516,10,1551.28,3.619135193,0.318110509,9
NAP-CE,NAP-CE_7,11,Alvar,GL_alvar,1551.28,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,12,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_7,2,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,17,0,1,0,10,0,664,935,1,19,1,11,1599,9,1551.28,3.619135193,0.318110509,19
NAP-CE,NAP-CE_7,3,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,7,0,1,0,6,0,283,164,1,4,1,2,447,13,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_7,4,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,15,0,1,0,6,0,366,886,1,6,1,6,1252,10,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_7,5,Alvar,GL_alvar,1551.28,1,1,1,0,1,1,6,8,0,1,0,2,0,119,0,0,0,0,0,119,9,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,6,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,5,0,1,0,1,0,142,212,1,4,1,3,354,18,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_7,7,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,10,0,1,0,7,0,421,818,1,7,1,6,1239,16,1551.28,3.619135193,0.318110509,7
NAP-CE,NAP-CE_7,8,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,4,0,1,0,3,0,147,376,1,3,1,3,523,12,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_7,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,4,0,1,0,2,0,174,0,1,1,0,0,174,12,1551.28,3.619135193,0.318110509,1
NAP-SCH,NAP-SCH_11,10,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,11,0,1,0,4,0,362,136,1,2,1,2,498,9,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_11,11,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,1,0,0,0,0,0,0,40,1,1,1,1,40,9,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_11,12,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,3,12,0,1,0,11,0,1094,444,1,7,1,5,1538,8,1542.945,3.589501255,0.376837829,7
NAP-SCH,NAP-SCH_11,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,13,0,1,0,11,0,1204,660,1,5,1,5,1864,10,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_11,4,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,10,9,0,1,0,4,0,253,308,1,3,1,2,561,9,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_11,5,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,2,0,1,0,1,0,68,0,1,0,0,0,68,8,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,6,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,13,0,1,0,9,0,1184,214,1,4,1,2,1398,8,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_11,7,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,10,0,1,0,8,0,796,831,1,5,1,4,1627,9,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_11,8,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,3,0,1,0,0,0,0,415,1,5,1,4,415,9,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_11,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,8,0,1,0,5,0,163,137,1,1,1,1,300,9,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_14,1,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,24,15,0,1,0,6,0,367,1420,1,15,1,14,1787,9,1542.945,3.589501255,0.376837829,15
NAP-SCH,NAP-SCH_14,10,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,7,0,1,0,7,0,650,0,1,1,0,0,650,12,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_14,2,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,3,0,1,0,1,0,109,0,0,0,0,0,109,15,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_14,4,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,5,0,377,367,1,4,1,4,744,14,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_17,1,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,6,0,1,0,5,0,360,292,1,2,1,2,652,11,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_17,10,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,8,0,1,0,7,0,533,0,1,1,0,0,533,9,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_17,11,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,13,0,1,0,13,0,1587,912,1,9,1,9,2499,12,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_17,3,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,20,0,1,0,13,0,970,518,1,7,1,6,1488,12,1542.945,3.589501255,0.376837829,7
NAP-SCH,NAP-SCH_17,5,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,3,0,0,0,0,0,0,288,1,4,1,4,288,10,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_17,7,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,19,0,1,0,10,0,867,482,1,5,1,3,1349,12,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_17,8,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,7,0,1,0,3,0,327,392,1,3,1,3,719,11,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_17,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,4,0,1,0,3,0,72,239,1,3,1,2,311,11,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_20,10,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,3,10,0,1,0,7,0,461,20,1,1,1,1,481,8,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_20,12,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,4,0,130,99,1,3,1,2,229,9,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_20,2,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,7,0,1,0,3,0,232,0,0,0,0,0,232,8,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,3,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,22,0,1,0,5,0,360,559,1,11,1,6,919,10,1542.945,3.589501255,0.376837829,11
NAP-SCH,NAP-SCH_20,4,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,10,0,1,0,7,0,420,229,1,6,1,2,649,11,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_20,5,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,12,0,1,0,8,0,422,800,1,10,1,9,1222,8,1542.945,3.589501255,0.376837829,10
NAP-SCH,NAP-SCH_20,6,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,2,0,55,35,1,3,1,1,90,10,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_20,7,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,5,0,1,0,2,0,220,0,1,1,0,0,220,8,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_20,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,4,0,1,0,2,0,71,0,1,1,0,0,71,9,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_23,1,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,11,0,1,0,7,0,431,227,1,3,1,2,658,11,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_23,10,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,9,17,0,1,0,9,0,361,212,1,9,1,4,573,12,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_23,11,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,12,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,9,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_23,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,1,0,39,53,1,3,1,1,92,11,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_23,3,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,5,15,0,1,0,10,0,1384,828,1,7,1,7,2212,11,1542.945,3.589501255,0.376837829,7
NAP-SCH,NAP-SCH_23,4,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,25,0,1,0,9,0,853,1923,1,16,1,13,2776,10,1542.945,3.589501255,0.376837829,16
NAP-SCH,NAP-SCH_23,5,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,5,33,0,1,0,21,0,2421,2383,1,16,1,14,4804,9,1542.945,3.589501255,0.376837829,16
NAP-SCH,NAP-SCH_23,7,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,2,0,1,0,1,0,42,205,1,3,1,1,247,10,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_23,8,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,14,0,1,0,8,0,573,722,1,6,1,5,1295,11,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_23,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,19,0,1,0,12,0,621,164,1,3,1,2,785,8,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_29,1,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,8,0,1,0,3,0,196,183,1,3,1,3,379,11,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_29,10,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,6,6,0,1,0,3,0,206,452,1,3,1,1,658,10,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_29,12,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,16,0,1,0,10,0,1535,447,1,4,1,3,1982,9,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_29,3,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,3,11,0,1,0,7,0,475,507,1,5,1,3,982,9,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_29,4,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,6,0,1,0,4,0,141,1062,1,13,1,9,1203,9,1542.945,3.589501255,0.376837829,13
NAP-SCH,NAP-SCH_29,5,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,2,3,0,1,0,1,0,38,1014,1,9,1,8,1052,11,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_29,6,Alvar,GL_alvar,1542.945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,7,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,5,12,0,1,0,7,0,617,1099,1,6,1,6,1716,14,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_29,8,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,4,0,0,0,0,0,0,308,1,4,1,3,308,13,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_29,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,4,0,1,0,1,0,268,248,1,3,1,2,516,9,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_3,1,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,9,15,0,1,0,10,0,686,0,1,1,0,0,686,13,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_3,10,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,1,0,1,0,0,0,0,38,1,3,1,1,38,9,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_3,11,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,12,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,1,0,1,0,1,0,34,128,1,3,1,2,162,10,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_3,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,13,0,1,0,9,0,870,899,1,6,1,6,1769,11,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_3,3,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,7,0,1,0,3,0,161,269,1,2,1,2,430,10,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_3,5,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,8,23,0,1,0,19,0,2049,756,1,5,1,5,2805,11,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_3,6,Alvar,GL_alvar,1542.945,1,1,1,0,1,1,1,12,0,1,0,9,0,564,0,0,0,0,0,564,10,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,7,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,8,0,1,0,6,0,628,187,1,2,1,2,815,11,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_3,8,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,3,0,1,0,1,0,84,0,0,0,0,0,84,12,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,8,0,1,0,5,0,561,1146,1,6,1,5,1707,8,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_5,1,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,24,1,1,1,18,19,1019,799,1,16,1,12,1837,9,1542.945,3.589501255,0.376837829,16
NAP-SCH,NAP-SCH_5,10,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,1,0,37,0,1,2,1,0,37,9,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_5,11,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,16,0,1,0,11,0,965,97,1,5,1,2,1062,10,1542.945,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_5,12,Alvar,GL_alvar,1542.945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,11,0,1,0,5,0,433,477,1,6,1,6,910,9,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_5,3,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,6,0,1,0,1,0,16,127,1,9,1,4,143,11,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_5,4,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,2,23,0,1,0,12,0,666,804,1,8,1,6,1470,10,1542.945,3.589501255,0.376837829,8
NAP-SCH,NAP-SCH_5,5,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_5,6,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,11,0,1,0,2,0,144,192,1,4,1,3,336,10,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_5,7,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,15,19,0,1,0,14,0,1232,665,1,9,1,7,1897,10,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_5,9,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,21,0,1,0,12,0,653,442,1,14,1,9,1095,9,1542.945,3.589501255,0.376837829,14
NAP-SCH,NAP-SCH_7,1,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,23,27,0,1,0,19,0,1053,1252,1,20,1,13,2305,9,1542.945,3.589501255,0.376837829,20
NAP-SCH,NAP-SCH_7,10,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,14,22,0,1,0,17,0,1099,277,1,11,1,6,1376,12,1542.945,3.589501255,0.376837829,11
NAP-SCH,NAP-SCH_7,11,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,10,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_7,12,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,5,13,0,1,0,7,0,403,183,1,4,1,3,586,11,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_7,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,13,0,1,0,2,0,90,490,1,13,1,9,580,11,1542.945,3.589501255,0.376837829,13
NAP-SCH,NAP-SCH_7,3,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,5,0,1,0,2,0,75,219,1,4,1,3,294,10,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_7,4,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,14,0,1,0,10,0,420,0,1,1,0,0,420,10,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_7,5,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,2,0,0,0,0,0,0,464,1,4,1,3,464,9,1542.945,3.589501255,0.376837829,4
NAP-SCH,NAP-SCH_7,6,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,7,0,1,0,3,0,484,335,1,7,1,5,819,11,1542.945,3.589501255,0.376837829,7
NAP-SCH,NAP-SCH_7,7,Alvar,GL_alvar,1542.945,1,1,1,0,0,1,0,6,0,1,0,6,0,313,0,0,0,0,0,313,10,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,9,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,20,12,1,1,1,12,0,801,524,1,6,1,6,1325,9,1542.945,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_9,10,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,13,0,1,0,10,0,764,136,1,3,1,2,900,8,1542.945,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_9,11,Alvar,GL_alvar,1542.945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1542.945,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_9,2,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,27,0,1,0,22,0,2676,723,1,9,1,7,3399,12,1542.945,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_9,3,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,8,13,0,1,0,9,0,1691,165,1,2,1,1,1856,8,1542.945,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_9,5,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,1,3,0,1,0,1,0,74,99,1,1,1,1,173,12,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_9,8,Alvar,GL_alvar,1542.945,1,1,1,1,0,1,0,4,0,1,0,3,0,425,0,1,1,0,0,425,11,1542.945,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_9,9,Alvar,GL_alvar,1542.945,1,1,1,1,1,1,10,18,0,1,0,13,0,1614,1250,1,10,1,10,2864,8,1542.945,3.589501255,0.376837829,10
ND-BSP,ND-BSP_19,10,Prairie,Prairie,1.896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_19,12,Prairie,Prairie,1.896,1,1,1,1,1,1,12,8,0,1,0,4,0,267,50,1,6,1,2,317,14,1.896,-0.307089034,-1.051846079,6
ND-BSP,ND-BSP_19,4,Prairie,Prairie,1.896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_19,6,Prairie,Prairie,1.896,1,1,1,1,1,1,3,7,0,1,0,1,0,53,69,1,2,1,1,122,10,1.896,-0.307089034,-1.051846079,2
ND-BSP,ND-BSP_19,8,Prairie,Prairie,1.896,1,1,1,1,1,1,1,11,0,1,0,5,0,635,1159,1,9,1,9,1794,14,1.896,-0.307089034,-1.051846079,9
ND-BSP,ND-BSP_19,9,Prairie,Prairie,1.896,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,1,Prairie,Prairie,1.896,1,1,1,1,1,1,3,35,0,1,0,17,0,1587,1302,1,19,1,13,2889,16,1.896,-0.307089034,-1.051846079,19
ND-BSP,ND-BSP_22,10,Prairie,Prairie,1.896,1,1,1,1,0,1,0,3,0,1,0,2,0,154,187,1,3,1,3,341,14,1.896,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_22,11,Prairie,Prairie,1.896,1,1,1,1,0,1,0,2,0,0,0,0,0,0,38,1,1,1,1,38,12,1.896,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_22,2,Prairie,Prairie,1.896,1,1,1,1,0,1,0,8,0,1,0,6,0,1243,1431,1,7,1,6,2674,14,1.896,-0.307089034,-1.051846079,7
ND-BSP,ND-BSP_22,3,Prairie,Prairie,1.896,1,1,1,1,0,1,0,9,0,1,0,3,0,165,869,1,6,1,6,1034,31,1.896,-0.307089034,-1.051846079,6
ND-BSP,ND-BSP_22,4,Prairie,Prairie,1.896,1,1,1,1,0,1,0,1,0,1,0,1,0,49,105,1,1,1,1,154,32,1.896,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_22,5,Prairie,Prairie,1.896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,7,Prairie,Prairie,1.896,1,1,1,1,0,1,0,4,0,1,0,2,0,48,240,1,3,1,2,288,19,1.896,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_22,9,Prairie,Prairie,1.896,1,1,1,0,1,1,2,9,0,1,0,7,0,690,0,0,0,0,0,690,15,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,1,Prairie,Prairie,1.896,1,1,1,1,1,1,1,7,0,1,0,3,0,161,170,1,3,1,2,331,9,1.896,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_25,10,Prairie,Prairie,1.896,1,1,1,1,1,1,2,6,0,1,0,1,0,34,113,1,3,1,2,147,10,1.896,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_25,11,Prairie,Prairie,1.896,1,1,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,11,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,12,Prairie,Prairie,1.896,1,1,1,1,0,1,0,4,0,1,0,4,0,262,275,1,3,1,3,537,12,1.896,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_25,2,Prairie,Prairie,1.896,1,1,1,1,1,1,8,20,0,1,0,13,0,908,896,1,8,1,8,1804,12,1.896,-0.307089034,-1.051846079,8
ND-BSP,ND-BSP_25,3,Prairie,Prairie,1.896,1,1,1,1,0,1,0,19,0,1,0,12,0,1132,934,1,8,1,7,2066,11,1.896,-0.307089034,-1.051846079,8
ND-BSP,ND-BSP_25,4,Prairie,Prairie,1.896,1,1,1,1,0,1,0,10,0,1,0,4,0,128,0,1,1,0,0,128,14,1.896,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_25,5,Prairie,Prairie,1.896,1,1,1,1,0,1,0,7,0,1,0,3,0,285,65,1,4,1,2,350,11,1.896,-0.307089034,-1.051846079,4
ND-BSP,ND-BSP_25,7,Prairie,Prairie,1.896,1,1,1,1,0,1,0,8,0,1,0,2,0,55,104,1,1,1,1,159,12,1.896,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_25,8,Prairie,Prairie,1.896,1,1,1,1,0,1,0,18,0,1,0,11,0,557,1024,1,15,1,9,1581,12,1.896,-0.307089034,-1.051846079,15
ND-BSP,ND-BSP_25,9,Prairie,Prairie,1.896,1,1,1,1,0,1,0,12,0,1,0,6,0,473,163,1,4,1,3,636,10,1.896,-0.307089034,-1.051846079,4
ND-BSP,ND-BSP_29,1,Prairie,Prairie,1.896,1,1,1,1,0,1,0,12,0,1,0,10,0,410,140,1,4,1,2,550,16,1.896,-0.307089034,-1.051846079,4
ND-BSP,ND-BSP_29,10,Prairie,Prairie,1.896,1,1,1,0,0,1,0,5,0,1,0,2,0,115,0,0,0,0,0,115,19,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,11,Prairie,Prairie,1.896,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,1.896,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,2,Prairie,Prairie,1.896,1,1,1,1,0,1,0,2,0,1,0,1,0,62,472,1,4,1,2,534,15,1.896,-0.307089034,-1.051846079,4
ND-BSP,ND-BSP_29,3,Prairie,Prairie,1.896,1,1,1,1,0,1,0,13,0,1,0,6,0,323,189,1,6,1,3,512,20,1.896,-0.307089034,-1.051846079,6
ND-BSP,ND-BSP_29,5,Prairie,Prairie,1.896,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,19,1.896,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_29,6,Prairie,Prairie,1.896,1,1,1,1,0,1,0,5,0,1,0,3,0,191,96,1,2,1,1,287,19,1.896,-0.307089034,-1.051846079,2
